area,x,y,z,cluster,cell
46.0,803.6521739130435,563.6304347826087,64.0,0,Unknown
60.0,803.05,556.1666666666666,64.0,4,Unknown
59.0,802.5593220338983,498.3728813559322,64.0,0,Unknown
84.0,800.3928571428571,638.9404761904761,63.523809523809526,9,Vascular progenitors cells
45.0,799.5777777777778,522.4666666666667,64.0,0,Unknown
92.0,799.1521739130435,596.3695652173913,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
46.0,799.0869565217391,574.195652173913,64.0,2,Unknown
61.0,795.639344262295,667.9508196721312,63.67213114754098,3,Unknown
68.0,794.9264705882352,620.5882352941177,64.0,9,Vascular progenitors cells
58.0,794.5172413793103,577.9827586206897,63.241379310344826,0,Unknown
82.0,793.5,460.5243902439024,64.0,0,Unknown
96.0,792.1145833333334,358.9270833333333,63.583333333333336,2,Unknown
58.0,790.948275862069,645.2413793103449,63.72413793103448,7,Unknown
50.0,791.04,505.8,64.0,2,Unknown
43.0,790.0,628.7674418604652,64.0,0,Unknown
113.0,791.4424778761062,551.787610619469,63.50442477876106,9,Vascular progenitors cells
191.0,791.4083769633507,427.0471204188482,62.42931937172775,9,Vascular progenitors cells
136.0,788.4044117647059,661.6176470588235,62.22058823529412,7,Unknown
76.0,789.5131578947369,527.6973684210526,63.78947368421053,0,Unknown
71.0,785.5492957746479,581.8169014084507,63.267605633802816,0,Unknown
57.0,785.1052631578947,561.2631578947369,63.64912280701754,0,Unknown
45.0,786.2,611.3333333333334,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
62.0,784.8870967741935,497.53225806451616,64.0,0,Unknown
67.0,784.8656716417911,476.44776119402985,63.76119402985075,9,Vascular progenitors cells
63.0,783.7777777777778,620.2222222222222,63.65079365079365,0,Unknown
39.0,783.8717948717949,574.1282051282051,64.0,0,Unknown
37.0,777.7567567567568,635.918918918919,64.0,3,Unknown
37.0,777.7567567567568,626.8648648648649,63.729729729729726,3,Unknown
55.0,777.0545454545454,605.1090909090909,63.67272727272727,9,Vascular progenitors cells
44.0,777.1818181818181,513.2727272727273,64.0,0,Unknown
45.0,776.5777777777778,491.2,64.0,2,Unknown
34.0,776.0,619.3235294117648,64.0,3,Unknown
36.0,773.0,589.4444444444445,64.0,0,Unknown
37.0,773.3243243243244,538.1621621621622,64.0,9,Vascular progenitors cells
57.0,773.3684210526316,403.10526315789474,63.50877192982456,0,Unknown
79.0,770.8987341772151,670.2278481012659,63.44303797468354,7,Unknown
109.0,771.605504587156,415.2201834862385,63.43119266055046,0,Unknown
38.0,770.421052631579,505.578947368421,64.0,6,Unknown
55.0,768.8181818181819,613.4,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
77.0,768.4675324675325,542.7922077922078,63.50649350649351,0,Unknown
53.0,767.9433962264151,481.8301886792453,63.66037735849056,0,Unknown
107.0,765.9252336448598,683.5140186915888,63.28971962616822,3,Unknown
175.0,767.1371428571429,600.7428571428571,63.21142857142857,0,Unknown
76.0,765.671052631579,567.1315789473684,63.68421052631579,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
26.0,761.3461538461538,663.6538461538462,64.0,3,Unknown
37.0,761.8648648648649,533.081081081081,64.0,1,Unknown
72.0,761.2222222222222,578.3611111111111,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
88.0,761.5568181818181,495.09090909090907,63.65909090909091,0,Unknown
77.0,758.025974025974,515.4935064935065,63.81818181818182,4,Unknown
66.0,758.2575757575758,438.43939393939394,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
130.0,757.8076923076923,481.0,63.53846153846154,9,Vascular progenitors cells
180.0,754.7444444444444,733.4611111111111,62.54444444444445,14,B cells
52.0,756.4615384615385,614.3269230769231,63.11538461538461,3,Unknown
72.0,756.2916666666666,554.5555555555555,64.0,0,Unknown
88.0,753.6363636363636,569.4772727272727,63.63636363636363,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
58.0,750.5,440.0,63.48275862068966,7,Unknown
110.0,748.8909090909091,351.44545454545454,63.27272727272727,9,Vascular progenitors cells
135.0,748.0370370370371,536.4444444444445,63.57037037037037,0,Unknown
91.0,747.7362637362637,583.4065934065934,63.12087912087912,9,Vascular progenitors cells
25.0,748.24,431.64,64.0,3,Unknown
175.0,747.3885714285715,489.6057142857143,62.85714285714285,0,Unknown
192.0,746.2447916666666,421.34375,63.07291666666666,7,Unknown
80.0,745.9625,743.9625,63.625,0,Unknown
55.0,745.7454545454545,478.5272727272727,64.0,0,Unknown
132.0,743.9090909090909,718.5227272727273,62.63636363636363,2,Unknown
42.0,745.047619047619,579.2857142857143,64.0,0,Unknown
111.0,743.7837837837837,402.4684684684685,64.0,9,Vascular progenitors cells
113.0,744.0973451327434,634.7168141592921,62.86725663716814,7,Unknown
117.0,743.9487179487179,651.1709401709402,62.47863247863248,3,Unknown
102.0,744.0098039215686,521.3137254901961,63.70588235294117,1,Unknown
83.0,742.0481927710844,707.6746987951807,63.44578313253012,0,Unknown
82.0,741.9146341463414,587.2560975609756,63.21951219512195,0,Unknown
175.0,741.6857142857143,600.5142857142857,63.23428571428571,7,Unknown
56.0,740.5892857142857,351.73214285714283,64.0,1,Unknown
79.0,740.0632911392405,553.2784810126582,64.0,9,Vascular progenitors cells
80.0,738.9,330.4,63.5,2,Unknown
71.0,738.3239436619718,674.3943661971831,63.49295774647887,3,Unknown
135.0,737.9555555555555,660.7703703703704,62.78518518518519,2,Unknown
46.0,736.5869565217391,635.5869565217391,64.0,3,Unknown
134.0,736.9104477611941,567.4402985074627,63.34328358208956,2,Unknown
108.0,736.3425925925926,317.1851851851852,63.42592592592592,2,Unknown
67.0,735.7910447761194,447.2835820895522,63.76119402985075,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
164.0,736.4451219512196,466.6890243902439,63.13414634146341,9,Vascular progenitors cells
41.0,734.439024390244,417.8048780487805,64.0,7,Unknown
170.0,732.8,737.2882352941176,62.28235294117647,2,Unknown
61.0,731.1803278688525,644.9180327868852,63.704918032786885,0,Unknown
44.0,730.5,625.0,64.0,3,Unknown
177.0,726.1468926553672,683.4293785310734,62.88135593220339,7,Unknown
246.0,725.9268292682926,669.0284552845528,62.333333333333336,0,Unknown
54.0,727.6111111111111,438.6111111111111,64.0,4,Unknown
137.0,724.8029197080292,655.978102189781,63.13868613138686,9,Vascular progenitors cells
51.0,722.7647058823529,709.4705882352941,64.0,2,Unknown
79.0,722.632911392405,457.73417721518985,63.74683544303797,0,Unknown
96.0,722.2604166666666,585.7395833333334,63.29166666666666,4,Unknown
188.0,719.2659574468086,721.813829787234,62.3936170212766,9,Vascular progenitors cells
258.0,719.0581395348837,647.3372093023256,62.15503875968992,0,Unknown
87.0,718.4942528735633,740.3678160919541,63.42528735632184,0,Unknown
44.0,718.1818181818181,527.1818181818181,64.0,3,Unknown
68.0,716.9558823529412,572.7794117647059,64.0,1,Unknown
90.0,717.2111111111111,534.6444444444444,63.46666666666667,4,Unknown
46.0,716.2173913043479,812.5652173913044,64.0,2,Unknown
185.0,717.9567567567567,497.0162162162162,63.11351351351351,0,Unknown
46.0,715.4565217391304,700.195652173913,63.65217391304348,6,Unknown
74.0,714.472972972973,559.6891891891892,63.08108108108108,2,Unknown
152.0,715.7631578947369,509.8355263157895,63.31578947368421,1,Unknown
78.0,713.7051282051282,470.1794871794872,63.76923076923077,0,Unknown
59.0,712.8644067796611,548.7457627118644,64.0,1,Unknown
84.0,714.6428571428571,383.9642857142857,63.71428571428572,0,Unknown
46.0,712.2826086956521,750.7391304347826,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
43.0,710.4418604651163,734.1395348837209,64.0,2,Unknown
62.0,710.5,611.5,64.0,0,Unknown
65.0,711.2615384615384,582.1692307692308,63.63076923076923,1,Unknown
36.0,708.8611111111111,602.6111111111111,64.0,8,Unknown
132.0,707.8863636363636,701.8939393939394,63.40909090909091,0,Unknown
71.0,706.3239436619718,288.84507042253523,63.49295774647887,8,Unknown
203.0,706.064039408867,459.9655172413793,62.423645320197046,2,Unknown
221.0,708.1131221719457,576.1764705882352,62.09049773755656,6,Unknown
34.0,705.0294117647059,520.6470588235294,64.0,1,Unknown
38.0,704.3157894736842,486.9736842105263,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
123.0,704.1788617886178,541.219512195122,63.21951219512195,4,Unknown
57.0,701.8421052631579,387.6315789473685,64.0,3,Unknown
168.0,701.6845238095239,631.625,63.17857142857143,9,Vascular progenitors cells
77.0,700.4805194805194,679.1298701298701,64.0,2,Unknown
43.0,699.9302325581396,585.8837209302326,64.0,1,Unknown
60.0,699.65,565.15,64.0,1,Unknown
150.0,700.18,528.4333333333333,63.44,4,Unknown
116.0,698.3965517241379,315.8189655172414,63.6551724137931,2,Unknown
45.0,696.2444444444444,494.31111111111113,64.0,1,Unknown
47.0,695.5744680851063,591.6382978723404,64.0,1,Unknown
52.0,695.5961538461538,375.9423076923077,64.0,2,Unknown
184.0,697.6630434782609,346.8260869565217,62.27173913043478,2,Unknown
88.0,695.8977272727273,747.1704545454545,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
55.0,694.2,718.8909090909091,63.56363636363636,3,Unknown
45.0,694.6666666666666,356.8666666666667,64.0,0,Unknown
44.0,694.3409090909091,332.8181818181818,64.0,9,Vascular progenitors cells
47.0,691.9787234042553,391.4255319148936,64.0,3,Unknown
46.0,689.1739130434783,584.0,64.0,6,Unknown
117.0,691.2905982905983,508.87179487179486,63.24786324786325,4,Unknown
90.0,690.1666666666666,453.8222222222222,63.66666666666666,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
34.0,690.0,446.2647058823529,64.0,0,Unknown
162.0,688.5,573.6604938271605,63.11111111111112,6,Unknown
53.0,688.9056603773585,520.6792452830189,64.0,1,Unknown
40.0,689.275,279.3,64.0,2,Unknown
77.0,686.8831168831168,730.2337662337662,63.48051948051948,3,Unknown
184.0,686.2663043478261,605.945652173913,62.80434782608695,6,Unknown
90.0,686.2555555555556,434.81111111111113,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
82.0,685.5243902439024,323.5731707317073,63.80487804878049,0,Unknown
98.0,685.1020408163265,345.94897959183675,63.44897959183673,2,Unknown
107.0,684.4859813084112,228.6728971962617,63.36448598130841,2,Unknown
195.0,686.1282051282051,468.574358974359,62.56410256410256,2,Unknown
35.0,681.8285714285714,526.6285714285714,64.0,1,Unknown
79.0,682.6962025316456,275.3670886075949,63.46835443037975,2,Unknown
41.0,682.8048780487804,682.8048780487804,64.0,0,Unknown
77.0,682.6623376623377,333.53246753246754,63.61038961038961,0,Unknown
46.0,680.9130434782609,297.5,64.0,0,Unknown
38.0,678.421052631579,454.8421052631579,64.0,0,Unknown
153.0,679.3202614379085,354.0457516339869,63.00653594771242,2,Unknown
66.0,677.8636363636364,424.8636363636364,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
217.0,677.9815668202765,317.6774193548387,62.7926267281106,0,Unknown
57.0,676.6315789473684,305.57894736842104,64.0,0,Unknown
125.0,675.472,568.832,63.456,7,Unknown
158.0,674.4683544303797,401.4367088607595,62.9493670886076,0,Unknown
75.0,675.48,369.5866666666666,63.41333333333333,2,Unknown
60.0,674.05,490.51666666666665,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
50.0,674.58,259.2,64.0,2,Unknown
99.0,672.7070707070707,647.1414141414141,63.81818181818182,0,Unknown
96.0,669.9791666666666,723.59375,63.5625,0,Unknown
61.0,670.016393442623,507.3114754098361,63.704918032786885,6,Unknown
98.0,670.1020408163265,333.31632653061223,63.224489795918366,8,Unknown
66.0,667.8484848484849,581.5151515151515,63.54545454545455,6,Unknown
125.0,665.608,677.256,63.152,2,Unknown
56.0,666.5535714285714,437.1071428571428,64.0,7,Unknown
106.0,666.0566037735849,364.9811320754717,63.37735849056604,2,Unknown
102.0,665.4901960784314,528.4313725490196,63.52941176470589,6,Unknown
166.0,664.2951807228916,318.4397590361445,62.9277108433735,9,Vascular progenitors cells
111.0,661.6126126126126,422.8108108108109,63.42342342342342,3,Unknown
93.0,663.3225806451613,411.3763440860215,63.655913978494624,9,Vascular progenitors cells
42.0,662.0,694.452380952381,64.0,0,Unknown
103.0,661.9611650485436,471.28155339805824,63.47572815533981,6,Unknown
106.0,663.9056603773585,307.8679245283019,63.83018867924528,9,Vascular progenitors cells
125.0,659.6,808.184,63.152,2,Unknown
55.0,660.9090909090909,517.6363636363636,64.0,4,Unknown
34.0,659.3235294117648,446.8529411764706,64.0,4,Unknown
116.0,659.8534482758621,398.36206896551727,63.39655172413793,0,Unknown
197.0,659.5736040609137,551.8578680203045,63.15736040609137,6,Unknown
25.0,660.08,296.92,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
95.0,657.5684210526316,605.6947368421053,63.53684210526316,1,Unknown
63.0,657.3809523809524,589.7142857142857,63.333333333333336,6,Unknown
195.0,654.7179487179487,582.0974358974358,62.14358974358974,6,Unknown
113.0,655.0088495575221,564.6991150442478,63.16814159292036,6,Unknown
74.0,654.0405405405405,942.445945945946,63.45945945945946,8,Unknown
62.0,652.8064516129032,746.6451612903226,64.0,0,Unknown
123.0,651.6666666666666,714.6910569105692,63.333333333333336,2,Unknown
100.0,652.85,324.4,63.52,0,Unknown
79.0,652.1772151898734,465.7974683544304,63.34177215189873,8,Unknown
119.0,649.90756302521,660.8991596638656,63.63025210084034,1,Unknown
22.0,648.8636363636364,577.8636363636364,64.0,6,Unknown
54.0,648.3888888888889,642.7777777777778,64.0,1,Unknown
63.0,647.6190476190476,400.0952380952381,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
92.0,647.4891304347826,672.7934782608696,63.47826086956522,9,Vascular progenitors cells
206.0,646.2621359223301,587.1165048543689,61.80582524271845,4,Unknown
55.0,647.2727272727273,481.3090909090909,64.0,6,Unknown
55.0,646.2,568.3272727272728,64.0,4,Unknown
28.0,644.5,389.7857142857143,64.0,0,Unknown
75.0,642.8266666666667,939.64,63.52,2,Unknown
36.0,642.0,554.5,64.0,17,Unknown
81.0,640.7037037037037,683.0123456790124,63.407407407407405,6,Unknown
120.0,640.5083333333333,648.7666666666667,63.1,6,Unknown
63.0,640.968253968254,420.2380952380952,64.0,7,Unknown
77.0,639.8571428571429,783.987012987013,63.298701298701296,9,Vascular progenitors cells
48.0,638.9583333333334,746.75,64.0,7,Unknown
46.0,638.7391304347826,474.5652173913044,64.0,1,Unknown
94.0,637.6595744680851,691.8936170212766,63.27659574468085,0,Unknown
210.0,637.4857142857143,453.3666666666667,62.87619047619047,4,Unknown
88.0,636.7954545454545,713.2613636363636,63.72727272727273,0,Unknown
50.0,637.7,379.06,64.0,2,Unknown
42.0,636.0952380952381,432.3809523809524,64.0,8,Unknown
59.0,635.0677966101695,634.8813559322034,63.32203389830509,4,Unknown
82.0,635.0731707317074,629.0853658536586,63.29268292682927,4,Unknown
312.0,636.1185897435897,519.8942307692307,61.97435897435897,4,Unknown
80.0,632.8125,438.175,63.125,8,Unknown
47.0,631.4893617021277,761.936170212766,64.0,3,Unknown
141.0,628.2765957446809,452.3829787234043,63.14893617021277,4,Unknown
141.0,629.6241134751773,409.4751773049645,63.205673758865245,7,Unknown
36.0,629.1666666666666,624.3333333333334,64.0,4,Unknown
62.0,628.741935483871,297.56451612903226,63.483870967741936,2,Unknown
166.0,627.8734939759037,563.8674698795181,62.87951807228916,17,Unknown
35.0,627.6285714285714,750.0571428571428,64.0,7,Unknown
149.0,626.503355704698,550.510067114094,62.92617449664429,17,Unknown
40.0,627.325,363.4,63.1,2,Unknown
88.0,626.2727272727273,783.0568181818181,63.63636363636363,9,Vascular progenitors cells
156.0,625.6538461538462,662.7564102564103,62.15384615384615,8,Unknown
100.0,626.06,793.77,63.56,0,Unknown
46.0,623.2826086956521,428.8043478260869,64.0,6,Unknown
96.0,622.1354166666666,751.6354166666666,63.083333333333336,7,Unknown
113.0,622.141592920354,497.86725663716817,63.2212389380531,4,Unknown
103.0,619.0194174757281,658.4368932038835,62.66019417475728,8,Unknown
91.0,619.3186813186813,533.1098901098901,62.21978021978022,17,Unknown
46.0,617.9347826086956,771.3260869565217,64.0,0,Unknown
51.0,617.5294117647059,763.1960784313726,64.0,3,Unknown
196.0,617.0102040816327,322.3061224489796,62.21428571428572,7,Unknown
141.0,615.4397163120567,365.0141843971632,62.8936170212766,2,Unknown
70.0,615.4571428571429,309.1857142857143,63.457142857142856,3,Unknown
125.0,616.544,294.376,63.248,2,Unknown
133.0,614.4661654135339,488.6015037593985,63.17293233082707,4,Unknown
45.0,614.4222222222222,269.5111111111111,64.0,2,Unknown
149.0,612.9865771812081,547.6778523489933,63.19463087248322,17,Unknown
65.0,613.5846153846154,499.7076923076923,63.41538461538462,4,Unknown
54.0,611.9444444444445,445.1666666666667,64.0,1,Unknown
70.0,611.5857142857143,793.2142857142857,63.77142857142857,0,Unknown
58.0,612.0172413793103,661.448275862069,63.72413793103448,0,Unknown
70.0,611.3285714285714,562.2571428571429,63.65714285714286,8,Unknown
84.0,611.6428571428571,456.32142857142856,64.0,1,Unknown
89.0,612.4831460674158,419.685393258427,63.325842696629216,8,Unknown
126.0,611.2460317460317,623.2460317460317,63.44444444444444,4,Unknown
46.0,609.8260869565217,712.5,64.0,4,Unknown
163.0,610.1349693251534,428.3803680981595,62.08588957055215,8,Unknown
140.0,608.8928571428571,170.87857142857143,63.31428571428572,19,Macrophages (CD68)
44.0,608.5,804.0,64.0,0,Unknown
91.0,606.9120879120879,596.5714285714286,63.45054945054945,18,Cytotoxic T cells
65.0,605.7384615384616,743.3076923076923,63.47692307692308,3,Unknown
117.0,605.9145299145299,521.7179487179487,63.0940170940171,4,Unknown
58.0,604.8620689655172,442.13793103448273,63.310344827586206,8,Unknown
179.0,602.3240223463687,678.659217877095,62.33519553072626,8,Unknown
75.0,604.2,302.04,63.78666666666667,9,Vascular progenitors cells
53.0,603.3962264150944,786.4528301886793,64.0,0,Unknown
157.0,601.5031847133758,309.4140127388535,62.47133757961783,7,Unknown
267.0,600.0674157303371,412.4044943820225,62.05992509363296,8,Unknown
61.0,600.016393442623,753.8688524590164,64.0,7,Unknown
133.0,600.0451127819549,528.5413533834586,63.02255639097744,4,Unknown
120.0,598.2416666666667,500.55,64.0,4,Unknown
49.0,599.6530612244898,450.3469387755102,64.0,19,Macrophages (CD68)
111.0,599.2972972972973,721.0450450450451,63.47747747747748,4,Unknown
28.0,599.5,576.5,64.0,17,Unknown
43.0,595.4186046511628,591.9767441860465,64.0,2,Unknown
48.0,595.75,773.9375,64.0,7,Unknown
153.0,595.9281045751634,364.36601307189545,62.44444444444444,7,Unknown
71.0,593.7323943661971,955.7042253521126,63.66197183098591,2,Unknown
206.0,592.8203883495146,802.7961165048544,62.90291262135922,0,Unknown
108.0,590.2685185185185,568.7037037037037,63.629629629629626,4,Unknown
156.0,593.1987179487179,485.8076923076923,63.02564102564103,4,Unknown
144.0,592.5,325.7361111111111,63.208333333333336,7,Unknown
55.0,590.8363636363637,748.7636363636364,63.70909090909091,3,Unknown
66.0,590.6666666666666,393.9242424242424,63.66666666666666,6,Unknown
52.0,591.0,241.5,64.0,0,Unknown
49.0,592.2244897959183,819.8367346938776,64.0,2,Unknown
48.0,592.0833333333334,466.4375,64.0,6,Unknown
126.0,588.968253968254,375.7936507936508,62.80952380952381,7,Unknown
74.0,588.7162162162163,315.1081081081081,63.43243243243244,7,Unknown
105.0,587.3142857142857,766.5714285714286,63.00952380952381,16,Proliferating cells (Ki-67)
112.0,587.3392857142857,422.8571428571428,62.910714285714285,6,Unknown
52.0,586.7692307692307,532.1538461538462,64.0,4,Unknown
77.0,585.4025974025974,777.1038961038961,63.4025974025974,3,Unknown
116.0,585.8706896551724,722.4051724137931,63.1551724137931,4,Unknown
65.0,586.6769230769231,349.6307692307692,63.72307692307693,6,Unknown
124.0,585.1048387096774,785.0,63.064516129032256,7,Unknown
38.0,584.9473684210526,665.2368421052631,64.0,0,Unknown
66.0,585.1969696969697,542.3181818181819,63.75757575757576,4,Unknown
83.0,584.9518072289156,296.1566265060241,63.397590361445786,8,Unknown
59.0,582.6440677966102,672.542372881356,63.72881355932204,0,Unknown
113.0,582.9026548672566,606.0442477876106,63.11504424778761,4,Unknown
35.0,581.4571428571429,500.25714285714287,64.0,8,Unknown
56.0,582.4285714285714,330.17857142857144,63.642857142857146,3,Unknown
126.0,581.0,482.1111111111111,63.71428571428572,4,Unknown
87.0,579.0689655172414,444.6551724137931,63.5632183908046,1,Unknown
57.0,578.5087719298245,840.0701754385965,64.0,9,Vascular progenitors cells
67.0,579.3134328358209,813.7910447761194,64.0,10,"Activated Fibroblasts (FSP1, CD140b, MMP14) "
229.0,578.8471615720524,560.3318777292576,62.56768558951965,4,Unknown
166.0,579.3253012048193,828.6927710843373,62.963855421686745,13,"Activated myeloid cells (MMP9, CD33)"
293.0,577.4368600682594,339.7269624573379,62.532423208191126,7,Unknown
24.0,576.3333333333334,574.125,64.0,4,Unknown
76.0,575.8552631578947,781.5526315789474,63.078947368421055,7,Unknown
47.0,575.6382978723404,467.4468085106383,64.0,4,Unknown
56.0,574.1428571428571,277.17857142857144,64.0,2,Unknown
66.0,573.969696969697,760.0151515151515,63.696969696969695,7,Unknown
186.0,575.1129032258065,653.4247311827957,62.74193548387097,4,Unknown
85.0,574.3058823529411,584.6705882352941,63.45882352941177,4,Unknown
75.0,574.04,303.25333333333333,64.0,9,Vascular progenitors cells
34.0,573.7647058823529,292.5,64.0,9,Vascular progenitors cells
76.0,572.1447368421053,849.8684210526316,63.5,13,"Activated myeloid cells (MMP9, CD33)"
139.0,572.4964028776978,644.5251798561151,63.09352517985612,17,Unknown
112.0,572.375,155.10714285714286,63.33928571428572,14,B cells
292.0,571.5479452054794,795.5171232876712,62.74657534246575,9,Vascular progenitors cells
86.0,570.3604651162791,776.7790697674419,63.30232558139535,7,Unknown
61.0,570.4262295081967,669.9016393442623,63.60655737704918,8,Unknown
84.0,571.0952380952381,621.1309523809524,63.40476190476191,4,Unknown
73.0,570.3150684931506,608.0410958904109,64.0,4,Unknown
55.0,568.8727272727273,478.2,64.0,4,Unknown
192.0,569.0625,373.6145833333333,61.802083333333336,8,Unknown
87.0,567.8505747126437,161.13793103448276,63.310344827586206,19,Macrophages (CD68)
56.0,567.6785714285714,820.0,64.0,9,Vascular progenitors cells
159.0,566.188679245283,465.9874213836478,63.15723270440252,4,Unknown
123.0,566.5365853658536,427.2357723577236,62.50406504065041,8,Unknown
60.0,566.5,235.13333333333333,64.0,2,Unknown
108.0,564.9814814814815,722.1296296296297,63.129629629629626,6,Unknown
93.0,567.4516129032259,444.7204301075269,63.16129032258065,6,Unknown
236.0,564.2881355932203,381.1101694915254,62.01694915254237,8,Unknown
89.0,560.3932584269663,429.0337078651685,63.28089887640449,8,Unknown
132.0,561.219696969697,330.5757575757576,62.92424242424242,7,Unknown
95.0,560.578947368421,287.41052631578947,63.305263157894736,2,Unknown
56.0,561.9285714285714,255.28571428571428,64.0,0,Unknown
158.0,562.2215189873418,831.5126582278481,62.67088607594937,9,Vascular progenitors cells
152.0,559.9407894736842,441.828947368421,62.47368421052632,8,Unknown
42.0,559.1904761904761,710.5714285714286,64.0,1,Unknown
195.0,561.1794871794872,554.7333333333333,62.62564102564102,11,Unknown
63.0,557.3333333333334,631.2063492063492,64.0,4,Unknown
45.0,559.0,263.02222222222224,64.0,0,Unknown
