,X,Y,Z,Clusters,Cells
107,758.025974025974,515.4935064935065,127.63636363636364,4,Potentially fibroblasts (fibronectin)
108,758.2575757575758,438.43939393939394,128.0,5,Unknown
109,757.8076923076923,481.0,127.07692307692308,7,Unknown
110,754.7444444444444,733.4611111111111,125.0888888888889,13,B cells (CD20)
111,756.4615384615385,614.3269230769231,126.23076923076923,0,Some T cells (CD3)
112,756.2916666666666,554.5555555555555,128.0,1,Unknown
113,753.6363636363636,569.4772727272727,127.27272727272727,5,Unknown
114,750.5,440.0,126.96551724137932,0,Some T cells (CD3)
115,748.8909090909091,351.44545454545454,126.54545454545456,7,Unknown
116,748.0370370370371,536.4444444444445,127.14074074074074,1,Unknown
117,747.7362637362637,583.4065934065934,126.24175824175823,7,Unknown
118,748.24,431.64,128.0,0,Some T cells (CD3)
119,747.3885714285715,489.6057142857143,125.71428571428571,1,Unknown
120,746.2447916666666,421.34375,126.14583333333331,9,Potentially fibroblasts (fibronectin)
121,745.9625,743.9625,127.25,1,Unknown
122,745.7454545454545,478.5272727272727,128.0,1,Unknown
123,743.9090909090909,718.5227272727273,125.27272727272727,8,Unknown
124,745.047619047619,579.2857142857143,128.0,1,Unknown
125,743.7837837837837,402.4684684684685,128.0,7,Unknown
126,744.0973451327434,634.7168141592921,125.73451327433628,0,Some T cells (CD3)
127,743.9487179487179,651.1709401709402,124.95726495726495,0,Some T cells (CD3)
128,744.0098039215686,521.3137254901961,127.41176470588235,9,Potentially fibroblasts (fibronectin)
129,742.0481927710844,707.6746987951807,126.89156626506023,1,Unknown
130,741.9146341463414,587.2560975609756,126.43902439024389,1,Unknown
131,741.6857142857143,600.5142857142857,126.46857142857142,0,Some T cells (CD3)
132,740.5892857142857,351.73214285714283,128.0,9,Potentially fibroblasts (fibronectin)
133,740.0632911392405,553.2784810126582,128.0,7,Unknown
134,738.9,330.4,127.0,8,Unknown
135,738.3239436619718,674.3943661971831,126.98591549295776,0,Some T cells (CD3)
136,737.9555555555555,660.7703703703704,125.57037037037037,3,Unknown
137,736.5869565217391,635.5869565217391,128.0,0,Some T cells (CD3)
138,736.9104477611941,567.4402985074627,126.68656716417911,8,Unknown
139,736.3425925925926,317.1851851851852,126.85185185185183,8,Unknown
140,735.7910447761194,447.2835820895522,127.52238805970148,5,Unknown
141,736.4451219512196,466.6890243902439,126.26829268292683,7,Unknown
142,734.439024390244,417.8048780487805,128.0,0,Some T cells (CD3)
143,732.8,737.2882352941176,124.56470588235294,1,Unknown
144,731.1803278688525,644.9180327868852,127.40983606557377,1,Unknown
145,730.5,625.0,128.0,0,Some T cells (CD3)
146,726.1468926553672,683.4293785310734,125.76271186440678,0,Some T cells (CD3)
147,725.9268292682926,669.0284552845528,124.66666666666667,1,Unknown
148,727.6111111111111,438.6111111111111,128.0,4,Potentially fibroblasts (fibronectin)
149,724.8029197080292,655.978102189781,126.27737226277372,7,Unknown
150,722.7647058823529,709.4705882352941,128.0,1,Unknown
151,722.632911392405,457.73417721518985,127.49367088607595,1,Unknown
152,722.2604166666666,585.7395833333334,126.58333333333331,4,Potentially fibroblasts (fibronectin)
153,719.2659574468086,721.813829787234,124.7872340425532,7,Unknown
154,719.0581395348837,647.3372093023256,124.31007751937985,1,Unknown
155,718.4942528735633,740.3678160919541,126.85057471264368,1,Unknown
156,718.1818181818181,527.1818181818181,128.0,0,Some T cells (CD3)
157,716.9558823529412,572.7794117647059,128.0,9,Potentially fibroblasts (fibronectin)
158,717.2111111111111,534.6444444444444,126.93333333333332,4,Potentially fibroblasts (fibronectin)
159,716.2173913043479,812.5652173913044,128.0,1,Unknown
160,717.9567567567567,497.0162162162162,126.22702702702702,1,Unknown
161,715.4565217391304,700.195652173913,127.30434782608695,9,Potentially fibroblasts (fibronectin)
162,714.472972972973,559.6891891891892,126.16216216216216,8,Unknown
163,715.7631578947369,509.8355263157895,126.63157894736841,9,Potentially fibroblasts (fibronectin)
164,713.7051282051282,470.1794871794872,127.53846153846153,1,Unknown
165,712.8644067796611,548.7457627118644,128.0,4,Potentially fibroblasts (fibronectin)
166,714.6428571428571,383.9642857142857,127.42857142857143,1,Unknown
167,712.2826086956521,750.7391304347826,128.0,5,Unknown
168,710.4418604651163,734.1395348837209,128.0,1,Unknown
169,710.5,611.5,128.0,1,Unknown
170,711.2615384615384,582.1692307692308,127.26153846153846,4,Potentially fibroblasts (fibronectin)
171,708.8611111111111,602.6111111111111,128.0,3,Unknown
172,707.8863636363636,701.8939393939394,126.81818181818181,5,Unknown
173,706.3239436619718,288.84507042253523,126.98591549295776,8,Unknown
174,706.064039408867,459.9655172413793,124.84729064039409,1,Unknown
175,708.1131221719457,576.1764705882352,124.18099547511312,3,Unknown
176,705.0294117647059,520.6470588235294,128.0,11,Potentional fibroblasts (fibronectin)
177,704.3157894736842,486.9736842105263,128.0,5,Unknown
178,704.1788617886178,541.219512195122,126.43902439024389,4,Potentially fibroblasts (fibronectin)
179,701.8421052631579,387.6315789473685,128.0,0,Some T cells (CD3)
180,701.6845238095239,631.625,126.35714285714286,7,Unknown
181,700.4805194805194,679.1298701298701,128.0,5,Unknown
182,699.9302325581396,585.8837209302326,128.0,9,Potentially fibroblasts (fibronectin)
183,699.65,565.15,128.0,9,Potentially fibroblasts (fibronectin)
184,700.18,528.4333333333333,126.88,4,Potentially fibroblasts (fibronectin)
185,698.3965517241379,315.8189655172414,127.3103448275862,1,Unknown
186,696.2444444444444,494.31111111111113,128.0,9,Potentially fibroblasts (fibronectin)
187,695.5744680851063,591.6382978723404,128.0,9,Potentially fibroblasts (fibronectin)
188,695.5961538461538,375.9423076923077,128.0,1,Unknown
189,697.6630434782609,346.8260869565217,124.54347826086956,1,Unknown
190,695.8977272727273,747.1704545454545,128.0,5,Unknown
191,694.2,718.8909090909091,127.12727272727273,0,Some T cells (CD3)
192,694.6666666666666,356.8666666666667,128.0,1,Unknown
193,694.3409090909091,332.8181818181818,128.0,7,Unknown
194,691.9787234042553,391.4255319148936,128.0,0,Some T cells (CD3)
195,689.1739130434783,584.0,128.0,2,Potentially fibroblasts (fibronectin)
196,691.2905982905983,508.87179487179486,126.4957264957265,12,MMP9 High cells
197,690.1666666666666,453.8222222222222,127.33333333333331,5,Unknown
198,690.0,446.2647058823529,128.0,5,Unknown
199,688.5,573.6604938271605,126.22222222222224,3,Unknown
200,688.9056603773585,520.6792452830189,128.0,9,Potentially fibroblasts (fibronectin)
201,689.275,279.3,128.0,8,Unknown
202,686.8831168831168,730.2337662337662,126.96103896103897,0,Some T cells (CD3)
203,686.2663043478261,605.945652173913,125.60869565217392,2,Potentially fibroblasts (fibronectin)
204,686.2555555555556,434.81111111111113,128.0,5,Unknown
205,685.5243902439024,323.5731707317073,127.60975609756098,5,Unknown
206,685.1020408163265,345.94897959183675,126.89795918367348,1,Unknown
207,684.4859813084112,228.6728971962617,126.72897196261682,8,Unknown
208,686.1282051282051,468.574358974359,125.12820512820512,1,Unknown
209,681.8285714285714,526.6285714285714,128.0,2,Potentially fibroblasts (fibronectin)
210,682.6962025316456,275.3670886075949,126.93670886075951,8,Unknown
211,682.8048780487804,682.8048780487804,128.0,5,Unknown
212,682.6623376623377,333.53246753246754,127.22077922077922,1,Unknown
213,680.9130434782609,297.5,128.0,5,Unknown
214,678.421052631579,454.8421052631579,128.0,1,Unknown
215,679.3202614379085,354.0457516339869,126.01307189542484,1,Unknown
216,677.8636363636364,424.8636363636364,128.0,5,Unknown
217,677.9815668202765,317.6774193548387,125.5852534562212,5,Unknown
218,676.6315789473684,305.57894736842104,128.0,1,Unknown
219,675.472,568.832,126.912,2,Potentially fibroblasts (fibronectin)
220,674.4683544303797,401.4367088607595,125.8987341772152,5,Unknown
221,675.48,369.5866666666666,126.82666666666667,1,Unknown
222,674.05,490.51666666666665,128.0,5,Unknown
223,674.58,259.2,128.0,1,Unknown
224,672.7070707070707,647.1414141414141,127.63636363636364,5,Unknown
225,669.9791666666666,723.59375,127.125,5,Unknown
226,670.016393442623,507.3114754098361,127.40983606557377,2,Potentially fibroblasts (fibronectin)
227,670.1020408163265,333.31632653061223,126.44897959183673,8,Unknown
228,667.8484848484849,581.5151515151515,127.09090909090911,2,Potentially fibroblasts (fibronectin)
229,665.608,677.256,126.304,1,Unknown
230,666.5535714285714,437.1071428571428,128.0,0,Some T cells (CD3)
231,666.0566037735849,364.9811320754717,126.75471698113208,1,Unknown
232,665.4901960784314,528.4313725490196,127.05882352941178,3,Unknown
233,664.2951807228916,318.4397590361445,125.855421686747,7,Unknown
234,661.6126126126126,422.8108108108109,126.84684684684684,0,Some T cells (CD3)
235,663.3225806451613,411.3763440860215,127.31182795698925,7,Unknown
236,662.0,694.452380952381,128.0,5,Unknown
237,661.9611650485436,471.28155339805824,126.95145631067962,2,Potentially fibroblasts (fibronectin)
238,663.9056603773585,307.8679245283019,127.66037735849056,7,Unknown
239,659.6,808.184,126.304,1,Unknown
240,660.9090909090909,517.6363636363636,128.0,4,Potentially fibroblasts (fibronectin)
241,659.3235294117648,446.8529411764706,128.0,4,Potentially fibroblasts (fibronectin)
242,659.8534482758621,398.36206896551727,126.79310344827586,1,Unknown
243,659.5736040609137,551.8578680203045,126.31472081218274,2,Potentially fibroblasts (fibronectin)
244,660.08,296.92,128.0,5,Unknown
245,657.5684210526316,605.6947368421053,127.07368421052631,9,Potentially fibroblasts (fibronectin)
246,657.3809523809524,589.7142857142857,126.66666666666667,3,Unknown
247,654.7179487179487,582.0974358974358,124.28717948717949,2,Potentially fibroblasts (fibronectin)
248,655.0088495575221,564.6991150442478,126.33628318584071,2,Potentially fibroblasts (fibronectin)
249,654.0405405405405,942.445945945946,126.91891891891892,8,Unknown
250,652.8064516129032,746.6451612903226,128.0,5,Unknown
251,651.6666666666666,714.6910569105692,126.66666666666667,1,Unknown
252,652.85,324.4,127.04,5,Unknown
253,652.1772151898734,465.7974683544304,126.68354430379746,3,Unknown
254,649.90756302521,660.8991596638656,127.26050420168067,9,Potentially fibroblasts (fibronectin)
255,648.8636363636364,577.8636363636364,128.0,2,Potentially fibroblasts (fibronectin)
256,648.3888888888889,642.7777777777778,128.0,2,Potentially fibroblasts (fibronectin)
257,647.6190476190476,400.0952380952381,128.0,5,Unknown
258,647.4891304347826,672.7934782608696,126.95652173913044,7,Unknown
259,646.2621359223301,587.1165048543689,123.6116504854369,4,Potentially fibroblasts (fibronectin)
260,647.2727272727273,481.3090909090909,128.0,2,Potentially fibroblasts (fibronectin)
261,646.2,568.3272727272728,128.0,4,Potentially fibroblasts (fibronectin)
262,644.5,389.7857142857143,128.0,1,Unknown
263,642.8266666666667,939.64,127.04,8,Unknown
264,642.0,554.5,128.0,8,Unknown
265,640.7037037037037,683.0123456790124,126.81481481481481,2,Potentially fibroblasts (fibronectin)
266,640.5083333333333,648.7666666666667,126.2,2,Potentially fibroblasts (fibronectin)
267,640.968253968254,420.2380952380952,128.0,0,Some T cells (CD3)
268,639.8571428571429,783.987012987013,126.59740259740259,1,Unknown
269,638.9583333333334,746.75,128.0,0,Some T cells (CD3)
270,638.7391304347826,474.5652173913044,128.0,9,Potentially fibroblasts (fibronectin)
271,637.6595744680851,691.8936170212766,126.55319148936171,5,Unknown
272,637.4857142857143,453.3666666666667,125.75238095238096,4,Potentially fibroblasts (fibronectin)
273,636.7954545454545,713.2613636363636,127.45454545454545,5,Unknown
274,637.7,379.06,128.0,1,Unknown
275,636.0952380952381,432.3809523809524,128.0,3,Unknown
276,635.0677966101695,634.8813559322034,126.64406779661017,4,Potentially fibroblasts (fibronectin)
277,635.0731707317074,629.0853658536586,126.58536585365853,4,Potentially fibroblasts (fibronectin)
278,636.1185897435897,519.8942307692307,123.94871794871794,4,Potentially fibroblasts (fibronectin)
279,632.8125,438.175,126.25,3,Unknown
280,631.4893617021277,761.936170212766,128.0,0,Some T cells (CD3)
281,628.2765957446809,452.3829787234043,126.29787234042554,4,Potentially fibroblasts (fibronectin)
282,629.6241134751773,409.4751773049645,126.41134751773049,0,Some T cells (CD3)
283,629.1666666666666,624.3333333333334,128.0,4,Potentially fibroblasts (fibronectin)
284,628.741935483871,297.56451612903226,126.96774193548387,1,Unknown
285,627.8734939759037,563.8674698795181,125.75903614457832,4,Potentially fibroblasts (fibronectin)
286,627.6285714285714,750.0571428571428,128.0,0,Some T cells (CD3)
287,626.503355704698,550.510067114094,125.85234899328859,4,Potentially fibroblasts (fibronectin)
288,627.325,363.4,126.2,8,Unknown
289,626.2727272727273,783.0568181818181,127.27272727272727,7,Unknown
290,625.6538461538462,662.7564102564103,124.30769230769232,3,Unknown
291,626.06,793.77,127.12,5,Unknown
292,623.2826086956521,428.8043478260869,128.0,2,Potentially fibroblasts (fibronectin)
293,622.1354166666666,751.6354166666666,126.16666666666667,0,Some T cells (CD3)
294,622.141592920354,497.86725663716817,126.4424778761062,4,Potentially fibroblasts (fibronectin)
295,619.0194174757281,658.4368932038835,125.32038834951456,3,Unknown
296,619.3186813186813,533.1098901098901,124.43956043956044,8,Unknown
297,617.9347826086956,771.3260869565217,128.0,5,Unknown
298,617.5294117647059,763.1960784313726,128.0,0,Some T cells (CD3)
299,617.0102040816327,322.3061224489796,124.42857142857143,0,Some T cells (CD3)
300,615.4397163120567,365.0141843971632,125.7872340425532,1,Unknown
301,615.4571428571429,309.1857142857143,126.91428571428571,0,Some T cells (CD3)
302,616.544,294.376,126.496,1,Unknown
303,614.4661654135339,488.6015037593985,126.34586466165413,4,Potentially fibroblasts (fibronectin)
304,614.4222222222222,269.5111111111111,128.0,8,Unknown
305,612.9865771812081,547.6778523489933,126.38926174496645,4,Potentially fibroblasts (fibronectin)
306,613.5846153846154,499.7076923076923,126.83076923076923,4,Potentially fibroblasts (fibronectin)
307,611.9444444444445,445.1666666666667,128.0,9,Potentially fibroblasts (fibronectin)
308,611.5857142857143,793.2142857142857,127.54285714285716,1,Unknown
309,612.0172413793103,661.448275862069,127.44827586206895,5,Unknown
310,611.3285714285714,562.2571428571429,127.31428571428572,8,Unknown
311,611.6428571428571,456.32142857142856,128.0,9,Potentially fibroblasts (fibronectin)
312,612.4831460674158,419.685393258427,126.65168539325843,3,Unknown
313,611.2460317460317,623.2460317460317,126.88888888888889,4,Potentially fibroblasts (fibronectin)
314,609.8260869565217,712.5,128.0,4,Potentially fibroblasts (fibronectin)
315,610.1349693251534,428.3803680981595,124.17177914110431,3,Unknown
316,608.8928571428571,170.87857142857143,126.62857142857143,16,Macrophages (CD68)
317,608.5,804.0,128.0,1,Unknown
318,606.9120879120879,596.5714285714286,126.9010989010989,17,Cytotoxic T cells (CD8a)
319,605.7384615384616,743.3076923076923,126.95384615384616,0,Some T cells (CD3)
320,605.9145299145299,521.7179487179487,126.1880341880342,4,Potentially fibroblasts (fibronectin)
321,604.8620689655172,442.13793103448273,126.62068965517241,3,Unknown
322,602.3240223463687,678.659217877095,124.67039106145252,3,Unknown
323,604.2,302.04,127.57333333333332,1,Unknown
324,603.3962264150944,786.4528301886793,128.0,5,Unknown
325,601.5031847133758,309.4140127388535,124.94267515923568,3,Unknown
326,600.0674157303371,412.4044943820225,124.11985018726593,3,Unknown
327,600.016393442623,753.8688524590164,128.0,0,Some T cells (CD3)
328,600.0451127819549,528.5413533834586,126.04511278195488,4,Potentially fibroblasts (fibronectin)
329,598.2416666666667,500.55,128.0,4,Potentially fibroblasts (fibronectin)
330,599.6530612244898,450.3469387755102,128.0,16,Macrophages (CD68)
331,599.2972972972973,721.0450450450451,126.95495495495496,4,Potentially fibroblasts (fibronectin)
332,599.5,576.5,128.0,8,Unknown
333,595.4186046511628,591.9767441860465,128.0,8,Unknown
334,595.75,773.9375,128.0,0,Some T cells (CD3)
335,595.9281045751634,364.36601307189545,124.88888888888889,0,Some T cells (CD3)
336,593.7323943661971,955.7042253521126,127.32394366197184,8,Unknown
337,592.8203883495146,802.7961165048544,125.80582524271844,1,Unknown
338,590.2685185185185,568.7037037037037,127.25925925925925,4,Potentially fibroblasts (fibronectin)
339,593.1987179487179,485.8076923076923,126.05128205128206,4,Potentially fibroblasts (fibronectin)
340,592.5,325.7361111111111,126.41666666666667,0,Some T cells (CD3)
341,590.8363636363637,748.7636363636364,127.41818181818181,0,Some T cells (CD3)
342,590.6666666666666,393.9242424242424,127.33333333333331,2,Potentially fibroblasts (fibronectin)
343,591.0,241.5,128.0,1,Unknown
344,592.2244897959183,819.8367346938776,128.0,1,Unknown
345,592.0833333333334,466.4375,128.0,2,Potentially fibroblasts (fibronectin)
346,588.968253968254,375.7936507936508,125.61904761904762,0,Some T cells (CD3)
347,588.7162162162163,315.1081081081081,126.86486486486487,0,Some T cells (CD3)
348,587.3142857142857,766.5714285714286,126.01904761904763,15,"Potentially breast cancer (PanCK, GATA3, CAIX)"
349,587.3392857142857,422.8571428571428,125.82142857142857,3,Unknown
350,586.7692307692307,532.1538461538462,128.0,4,Potentially fibroblasts (fibronectin)
351,585.4025974025974,777.1038961038961,126.8051948051948,0,Some T cells (CD3)
352,585.8706896551724,722.4051724137931,126.3103448275862,4,Potentially fibroblasts (fibronectin)
353,586.6769230769231,349.6307692307692,127.44615384615386,1,Unknown
354,585.1048387096774,785.0,126.12903225806451,0,Some T cells (CD3)
355,584.9473684210526,665.2368421052631,128.0,5,Unknown
356,585.1969696969697,542.3181818181819,127.51515151515152,4,Potentially fibroblasts (fibronectin)
357,584.9518072289156,296.1566265060241,126.79518072289157,3,Unknown
358,582.6440677966102,672.542372881356,127.45762711864407,5,Unknown
359,582.9026548672566,606.0442477876106,126.23008849557522,4,Potentially fibroblasts (fibronectin)
360,581.4571428571429,500.25714285714287,128.0,8,Unknown
361,582.4285714285714,330.17857142857144,127.28571428571429,0,Some T cells (CD3)
362,581.0,482.1111111111111,127.42857142857143,4,Potentially fibroblasts (fibronectin)
363,579.0689655172414,444.6551724137931,127.1264367816092,2,Potentially fibroblasts (fibronectin)
364,578.5087719298245,840.0701754385965,128.0,7,Unknown
365,579.3134328358209,813.7910447761194,128.0,5,Unknown
366,578.8471615720524,560.3318777292576,125.1353711790393,4,Potentially fibroblasts (fibronectin)
367,579.3253012048193,828.6927710843373,125.92771084337348,12,MMP9 High cells
368,577.4368600682594,339.7269624573379,125.06484641638225,0,Some T cells (CD3)
369,576.3333333333334,574.125,128.0,4,Potentially fibroblasts (fibronectin)
370,575.8552631578947,781.5526315789474,126.15789473684211,3,Unknown
371,575.6382978723404,467.4468085106383,128.0,4,Potentially fibroblasts (fibronectin)
372,574.1428571428571,277.17857142857144,128.0,1,Unknown
373,573.969696969697,760.0151515151515,127.39393939393939,0,Some T cells (CD3)
374,575.1129032258065,653.4247311827957,125.48387096774194,4,Potentially fibroblasts (fibronectin)
375,574.3058823529411,584.6705882352941,126.91764705882353,4,Potentially fibroblasts (fibronectin)
376,574.04,303.25333333333333,128.0,7,Unknown
377,573.7647058823529,292.5,128.0,7,Unknown
378,572.1447368421053,849.8684210526316,127.0,12,MMP9 High cells
379,572.4964028776978,644.5251798561151,126.18705035971223,4,Potentially fibroblasts (fibronectin)
380,572.375,155.10714285714286,126.67857142857143,13,B cells (CD20)
381,571.5479452054794,795.5171232876712,125.49315068493152,7,Unknown
382,570.3604651162791,776.7790697674419,126.60465116279072,0,Some T cells (CD3)
383,570.4262295081967,669.9016393442623,127.21311475409836,8,Unknown
384,571.0952380952381,621.1309523809524,126.80952380952382,4,Potentially fibroblasts (fibronectin)
385,570.3150684931506,608.0410958904109,128.0,4,Potentially fibroblasts (fibronectin)
386,568.8727272727273,478.2,128.0,4,Potentially fibroblasts (fibronectin)
387,569.0625,373.6145833333333,123.60416666666667,3,Unknown
388,567.8505747126437,161.13793103448276,126.62068965517241,16,Macrophages (CD68)
389,567.6785714285714,820.0,128.0,7,Unknown
390,566.188679245283,465.9874213836478,126.31446540880503,4,Potentially fibroblasts (fibronectin)
391,566.5365853658536,427.2357723577236,125.00813008130082,3,Unknown
392,566.5,235.13333333333333,128.0,1,Unknown
393,564.9814814814815,722.1296296296297,126.25925925925925,2,Potentially fibroblasts (fibronectin)
394,567.4516129032259,444.7204301075269,126.3225806451613,2,Potentially fibroblasts (fibronectin)
395,564.2881355932203,381.1101694915254,124.03389830508475,3,Unknown
396,560.3932584269663,429.0337078651685,126.56179775280899,3,Unknown
397,561.219696969697,330.5757575757576,125.84848484848484,0,Some T cells (CD3)
398,560.578947368421,287.41052631578947,126.61052631578947,8,Unknown
399,561.9285714285714,255.28571428571428,128.0,5,Unknown
400,562.2215189873418,831.5126582278481,125.34177215189874,8,Unknown
401,559.9407894736842,441.828947368421,124.94736842105264,3,Unknown
402,559.1904761904761,710.5714285714286,128.0,2,Potentially fibroblasts (fibronectin)
403,561.1794871794872,554.7333333333333,125.25128205128205,10,"Potentially breast cancer (PanCK, GATA3)"
404,557.3333333333334,631.2063492063492,128.0,4,Potentially fibroblasts (fibronectin)
405,559.0,263.02222222222224,128.0,5,Unknown
406,558.1369863013699,783.7945205479452,127.56164383561644,0,Some T cells (CD3)
