,Area,X,Y,Z,Clusters,Cells
60,60.0,803.05,556.1666666666666,128.0,4,Potentially fibroblasts (fibronectin)
61,59.0,802.5593220338983,498.3728813559322,128.0,1,Unknown
62,84.0,800.3928571428571,638.9404761904761,127.04761904761905,7,Unknown
63,45.0,799.5777777777778,522.4666666666667,128.0,1,Unknown
64,92.0,799.1521739130435,596.3695652173913,128.0,5,Unknown
65,46.0,799.0869565217391,574.195652173913,128.0,1,Unknown
66,61.0,795.639344262295,667.9508196721312,127.34426229508196,0,Some T cells (CD3)
67,68.0,794.9264705882352,620.5882352941177,128.0,7,Unknown
68,58.0,794.5172413793103,577.9827586206897,126.48275862068965,1,Unknown
69,82.0,793.5,460.5243902439024,128.0,1,Unknown
70,96.0,792.1145833333334,358.9270833333333,127.16666666666667,8,Unknown
71,58.0,790.948275862069,645.2413793103449,127.44827586206895,0,Some T cells (CD3)
72,50.0,791.04,505.8,128.0,1,Unknown
73,43.0,790.0,628.7674418604652,128.0,1,Unknown
74,113.0,791.4424778761062,551.787610619469,127.00884955752213,7,Unknown
75,191.0,791.4083769633507,427.0471204188482,124.8586387434555,12,MMP9 High cells
76,136.0,788.4044117647059,661.6176470588235,124.44117647058822,0,Some T cells (CD3)
77,76.0,789.5131578947369,527.6973684210526,127.57894736842105,1,Unknown
78,71.0,785.5492957746479,581.8169014084507,126.53521126760563,1,Unknown
79,57.0,785.1052631578947,561.2631578947369,127.29824561403508,5,Unknown
80,45.0,786.2,611.3333333333334,128.0,5,Unknown
81,62.0,784.8870967741935,497.53225806451616,128.0,1,Unknown
82,67.0,784.8656716417911,476.44776119402985,127.52238805970148,7,Unknown
83,63.0,783.7777777777778,620.2222222222222,127.30158730158729,1,Unknown
84,39.0,783.8717948717949,574.1282051282051,128.0,1,Unknown
85,37.0,777.7567567567568,635.918918918919,128.0,0,Some T cells (CD3)
86,37.0,777.7567567567568,626.8648648648649,127.45945945945945,0,Some T cells (CD3)
87,55.0,777.0545454545454,605.1090909090909,127.34545454545456,7,Unknown
88,44.0,777.1818181818181,513.2727272727273,128.0,1,Unknown
89,45.0,776.5777777777778,491.2,128.0,1,Unknown
90,34.0,776.0,619.3235294117648,128.0,0,Some T cells (CD3)
91,36.0,773.0,589.4444444444445,128.0,1,Unknown
92,37.0,773.3243243243244,538.1621621621622,128.0,7,Unknown
93,57.0,773.3684210526316,403.10526315789474,127.01754385964912,1,Unknown
94,79.0,770.8987341772151,670.2278481012659,126.88607594936708,0,Some T cells (CD3)
95,109.0,771.605504587156,415.2201834862385,126.86238532110092,1,Unknown
96,38.0,770.421052631579,505.578947368421,128.0,2,Potentially fibroblasts (fibronectin)
97,55.0,768.8181818181819,613.4,128.0,5,Unknown
98,77.0,768.4675324675325,542.7922077922078,127.01298701298703,1,Unknown
99,53.0,767.9433962264151,481.8301886792453,127.32075471698111,5,Unknown
100,107.0,765.9252336448598,683.5140186915888,126.57943925233644,0,Some T cells (CD3)
101,175.0,767.1371428571429,600.7428571428571,126.42285714285714,5,Unknown
102,76.0,765.671052631579,567.1315789473684,127.36842105263156,5,Unknown
103,26.0,761.3461538461538,663.6538461538462,128.0,0,Some T cells (CD3)
104,37.0,761.8648648648649,533.081081081081,128.0,2,Potentially fibroblasts (fibronectin)
105,72.0,761.2222222222222,578.3611111111111,128.0,5,Unknown
106,88.0,761.5568181818181,495.09090909090907,127.31818181818181,1,Unknown
107,77.0,758.025974025974,515.4935064935065,127.63636363636364,4,Potentially fibroblasts (fibronectin)
108,66.0,758.2575757575758,438.43939393939394,128.0,5,Unknown
109,130.0,757.8076923076923,481.0,127.07692307692308,7,Unknown
110,180.0,754.7444444444444,733.4611111111111,125.0888888888889,13,B cells (CD20)
111,52.0,756.4615384615385,614.3269230769231,126.23076923076923,0,Some T cells (CD3)
112,72.0,756.2916666666666,554.5555555555555,128.0,1,Unknown
113,88.0,753.6363636363636,569.4772727272727,127.27272727272727,5,Unknown
114,58.0,750.5,440.0,126.96551724137932,0,Some T cells (CD3)
115,110.0,748.8909090909091,351.44545454545454,126.54545454545456,7,Unknown
116,135.0,748.0370370370371,536.4444444444445,127.14074074074074,1,Unknown
117,91.0,747.7362637362637,583.4065934065934,126.24175824175823,7,Unknown
118,25.0,748.24,431.64,128.0,0,Some T cells (CD3)
119,175.0,747.3885714285715,489.6057142857143,125.71428571428571,1,Unknown
120,192.0,746.2447916666666,421.34375,126.14583333333331,9,Potentially fibroblasts (fibronectin)
121,80.0,745.9625,743.9625,127.25,1,Unknown
122,55.0,745.7454545454545,478.5272727272727,128.0,1,Unknown
123,132.0,743.9090909090909,718.5227272727273,125.27272727272727,8,Unknown
124,42.0,745.047619047619,579.2857142857143,128.0,1,Unknown
125,111.0,743.7837837837837,402.4684684684685,128.0,7,Unknown
126,113.0,744.0973451327434,634.7168141592921,125.73451327433628,0,Some T cells (CD3)
127,117.0,743.9487179487179,651.1709401709402,124.95726495726495,0,Some T cells (CD3)
128,102.0,744.0098039215686,521.3137254901961,127.41176470588235,9,Potentially fibroblasts (fibronectin)
129,83.0,742.0481927710844,707.6746987951807,126.89156626506023,1,Unknown
130,82.0,741.9146341463414,587.2560975609756,126.43902439024389,1,Unknown
131,175.0,741.6857142857143,600.5142857142857,126.46857142857142,0,Some T cells (CD3)
132,56.0,740.5892857142857,351.73214285714283,128.0,9,Potentially fibroblasts (fibronectin)
133,79.0,740.0632911392405,553.2784810126582,128.0,7,Unknown
134,80.0,738.9,330.4,127.0,8,Unknown
135,71.0,738.3239436619718,674.3943661971831,126.98591549295776,0,Some T cells (CD3)
136,135.0,737.9555555555555,660.7703703703704,125.57037037037037,3,Unknown
137,46.0,736.5869565217391,635.5869565217391,128.0,0,Some T cells (CD3)
138,134.0,736.9104477611941,567.4402985074627,126.68656716417911,8,Unknown
139,108.0,736.3425925925926,317.1851851851852,126.85185185185183,8,Unknown
140,67.0,735.7910447761194,447.2835820895522,127.52238805970148,5,Unknown
141,164.0,736.4451219512196,466.6890243902439,126.26829268292683,7,Unknown
142,41.0,734.439024390244,417.8048780487805,128.0,0,Some T cells (CD3)
143,170.0,732.8,737.2882352941176,124.56470588235294,1,Unknown
144,61.0,731.1803278688525,644.9180327868852,127.40983606557377,1,Unknown
145,44.0,730.5,625.0,128.0,0,Some T cells (CD3)
146,177.0,726.1468926553672,683.4293785310734,125.76271186440678,0,Some T cells (CD3)
147,246.0,725.9268292682926,669.0284552845528,124.66666666666667,1,Unknown
148,54.0,727.6111111111111,438.6111111111111,128.0,4,Potentially fibroblasts (fibronectin)
149,137.0,724.8029197080292,655.978102189781,126.27737226277372,7,Unknown
150,51.0,722.7647058823529,709.4705882352941,128.0,1,Unknown
151,79.0,722.632911392405,457.73417721518985,127.49367088607595,1,Unknown
152,96.0,722.2604166666666,585.7395833333334,126.58333333333331,4,Potentially fibroblasts (fibronectin)
153,188.0,719.2659574468086,721.813829787234,124.7872340425532,7,Unknown
154,258.0,719.0581395348837,647.3372093023256,124.31007751937985,1,Unknown
155,87.0,718.4942528735633,740.3678160919541,126.85057471264368,1,Unknown
156,44.0,718.1818181818181,527.1818181818181,128.0,0,Some T cells (CD3)
157,68.0,716.9558823529412,572.7794117647059,128.0,9,Potentially fibroblasts (fibronectin)
158,90.0,717.2111111111111,534.6444444444444,126.93333333333332,4,Potentially fibroblasts (fibronectin)
159,46.0,716.2173913043479,812.5652173913044,128.0,1,Unknown
160,185.0,717.9567567567567,497.0162162162162,126.22702702702702,1,Unknown
161,46.0,715.4565217391304,700.195652173913,127.30434782608695,9,Potentially fibroblasts (fibronectin)
162,74.0,714.472972972973,559.6891891891892,126.16216216216216,8,Unknown
163,152.0,715.7631578947369,509.8355263157895,126.63157894736841,9,Potentially fibroblasts (fibronectin)
164,78.0,713.7051282051282,470.1794871794872,127.53846153846153,1,Unknown
165,59.0,712.8644067796611,548.7457627118644,128.0,4,Potentially fibroblasts (fibronectin)
166,84.0,714.6428571428571,383.9642857142857,127.42857142857143,1,Unknown
167,46.0,712.2826086956521,750.7391304347826,128.0,5,Unknown
168,43.0,710.4418604651163,734.1395348837209,128.0,1,Unknown
169,62.0,710.5,611.5,128.0,1,Unknown
170,65.0,711.2615384615384,582.1692307692308,127.26153846153846,4,Potentially fibroblasts (fibronectin)
171,36.0,708.8611111111111,602.6111111111111,128.0,3,Unknown
172,132.0,707.8863636363636,701.8939393939394,126.81818181818181,5,Unknown
173,71.0,706.3239436619718,288.84507042253523,126.98591549295776,8,Unknown
174,203.0,706.064039408867,459.9655172413793,124.84729064039409,1,Unknown
175,221.0,708.1131221719457,576.1764705882352,124.18099547511312,3,Unknown
176,34.0,705.0294117647059,520.6470588235294,128.0,11,Potentional fibroblasts (fibronectin)
177,38.0,704.3157894736842,486.9736842105263,128.0,5,Unknown
178,123.0,704.1788617886178,541.219512195122,126.43902439024389,4,Potentially fibroblasts (fibronectin)
179,57.0,701.8421052631579,387.6315789473685,128.0,0,Some T cells (CD3)
180,168.0,701.6845238095239,631.625,126.35714285714286,7,Unknown
181,77.0,700.4805194805194,679.1298701298701,128.0,5,Unknown
182,43.0,699.9302325581396,585.8837209302326,128.0,9,Potentially fibroblasts (fibronectin)
183,60.0,699.65,565.15,128.0,9,Potentially fibroblasts (fibronectin)
184,150.0,700.18,528.4333333333333,126.88,4,Potentially fibroblasts (fibronectin)
185,116.0,698.3965517241379,315.8189655172414,127.3103448275862,1,Unknown
186,45.0,696.2444444444444,494.31111111111113,128.0,9,Potentially fibroblasts (fibronectin)
187,47.0,695.5744680851063,591.6382978723404,128.0,9,Potentially fibroblasts (fibronectin)
188,52.0,695.5961538461538,375.9423076923077,128.0,1,Unknown
189,184.0,697.6630434782609,346.8260869565217,124.54347826086956,1,Unknown
190,88.0,695.8977272727273,747.1704545454545,128.0,5,Unknown
191,55.0,694.2,718.8909090909091,127.12727272727273,0,Some T cells (CD3)
192,45.0,694.6666666666666,356.8666666666667,128.0,1,Unknown
193,44.0,694.3409090909091,332.8181818181818,128.0,7,Unknown
194,47.0,691.9787234042553,391.4255319148936,128.0,0,Some T cells (CD3)
195,46.0,689.1739130434783,584.0,128.0,2,Potentially fibroblasts (fibronectin)
196,117.0,691.2905982905983,508.87179487179486,126.4957264957265,12,MMP9 High cells
197,90.0,690.1666666666666,453.8222222222222,127.33333333333331,5,Unknown
198,34.0,690.0,446.2647058823529,128.0,5,Unknown
199,162.0,688.5,573.6604938271605,126.22222222222224,3,Unknown
200,53.0,688.9056603773585,520.6792452830189,128.0,9,Potentially fibroblasts (fibronectin)
201,40.0,689.275,279.3,128.0,8,Unknown
202,77.0,686.8831168831168,730.2337662337662,126.96103896103897,0,Some T cells (CD3)
203,184.0,686.2663043478261,605.945652173913,125.60869565217392,2,Potentially fibroblasts (fibronectin)
204,90.0,686.2555555555556,434.81111111111113,128.0,5,Unknown
205,82.0,685.5243902439024,323.5731707317073,127.60975609756098,5,Unknown
206,98.0,685.1020408163265,345.94897959183675,126.89795918367348,1,Unknown
207,107.0,684.4859813084112,228.6728971962617,126.72897196261682,8,Unknown
208,195.0,686.1282051282051,468.574358974359,125.12820512820512,1,Unknown
209,35.0,681.8285714285714,526.6285714285714,128.0,2,Potentially fibroblasts (fibronectin)
210,79.0,682.6962025316456,275.3670886075949,126.93670886075951,8,Unknown
211,41.0,682.8048780487804,682.8048780487804,128.0,5,Unknown
212,77.0,682.6623376623377,333.53246753246754,127.22077922077922,1,Unknown
213,46.0,680.9130434782609,297.5,128.0,5,Unknown
214,38.0,678.421052631579,454.8421052631579,128.0,1,Unknown
215,153.0,679.3202614379085,354.0457516339869,126.01307189542484,1,Unknown
216,66.0,677.8636363636364,424.8636363636364,128.0,5,Unknown
217,217.0,677.9815668202765,317.6774193548387,125.5852534562212,5,Unknown
218,57.0,676.6315789473684,305.57894736842104,128.0,1,Unknown
219,125.0,675.472,568.832,126.912,2,Potentially fibroblasts (fibronectin)
220,158.0,674.4683544303797,401.4367088607595,125.8987341772152,5,Unknown
221,75.0,675.48,369.5866666666666,126.82666666666667,1,Unknown
222,60.0,674.05,490.51666666666665,128.0,5,Unknown
223,50.0,674.58,259.2,128.0,1,Unknown
224,99.0,672.7070707070707,647.1414141414141,127.63636363636364,5,Unknown
225,96.0,669.9791666666666,723.59375,127.125,5,Unknown
226,61.0,670.016393442623,507.3114754098361,127.40983606557377,2,Potentially fibroblasts (fibronectin)
227,98.0,670.1020408163265,333.31632653061223,126.44897959183673,8,Unknown
228,66.0,667.8484848484849,581.5151515151515,127.09090909090911,2,Potentially fibroblasts (fibronectin)
229,125.0,665.608,677.256,126.304,1,Unknown
230,56.0,666.5535714285714,437.1071428571428,128.0,0,Some T cells (CD3)
231,106.0,666.0566037735849,364.9811320754717,126.75471698113208,1,Unknown
232,102.0,665.4901960784314,528.4313725490196,127.05882352941178,3,Unknown
233,166.0,664.2951807228916,318.4397590361445,125.855421686747,7,Unknown
234,111.0,661.6126126126126,422.8108108108109,126.84684684684684,0,Some T cells (CD3)
235,93.0,663.3225806451613,411.3763440860215,127.31182795698925,7,Unknown
236,42.0,662.0,694.452380952381,128.0,5,Unknown
237,103.0,661.9611650485436,471.28155339805824,126.95145631067962,2,Potentially fibroblasts (fibronectin)
238,106.0,663.9056603773585,307.8679245283019,127.66037735849056,7,Unknown
239,125.0,659.6,808.184,126.304,1,Unknown
240,55.0,660.9090909090909,517.6363636363636,128.0,4,Potentially fibroblasts (fibronectin)
241,34.0,659.3235294117648,446.8529411764706,128.0,4,Potentially fibroblasts (fibronectin)
242,116.0,659.8534482758621,398.36206896551727,126.79310344827586,1,Unknown
243,197.0,659.5736040609137,551.8578680203045,126.31472081218274,2,Potentially fibroblasts (fibronectin)
244,25.0,660.08,296.92,128.0,5,Unknown
245,95.0,657.5684210526316,605.6947368421053,127.07368421052631,9,Potentially fibroblasts (fibronectin)
246,63.0,657.3809523809524,589.7142857142857,126.66666666666667,3,Unknown
247,195.0,654.7179487179487,582.0974358974358,124.28717948717949,2,Potentially fibroblasts (fibronectin)
248,113.0,655.0088495575221,564.6991150442478,126.33628318584071,2,Potentially fibroblasts (fibronectin)
249,74.0,654.0405405405405,942.445945945946,126.91891891891892,8,Unknown
250,62.0,652.8064516129032,746.6451612903226,128.0,5,Unknown
251,123.0,651.6666666666666,714.6910569105692,126.66666666666667,1,Unknown
252,100.0,652.85,324.4,127.04,5,Unknown
253,79.0,652.1772151898734,465.7974683544304,126.68354430379746,3,Unknown
254,119.0,649.90756302521,660.8991596638656,127.26050420168067,9,Potentially fibroblasts (fibronectin)
255,22.0,648.8636363636364,577.8636363636364,128.0,2,Potentially fibroblasts (fibronectin)
256,54.0,648.3888888888889,642.7777777777778,128.0,2,Potentially fibroblasts (fibronectin)
257,63.0,647.6190476190476,400.0952380952381,128.0,5,Unknown
258,92.0,647.4891304347826,672.7934782608696,126.95652173913044,7,Unknown
259,206.0,646.2621359223301,587.1165048543689,123.6116504854369,4,Potentially fibroblasts (fibronectin)
260,55.0,647.2727272727273,481.3090909090909,128.0,2,Potentially fibroblasts (fibronectin)
261,55.0,646.2,568.3272727272728,128.0,4,Potentially fibroblasts (fibronectin)
262,28.0,644.5,389.7857142857143,128.0,1,Unknown
263,75.0,642.8266666666667,939.64,127.04,8,Unknown
264,36.0,642.0,554.5,128.0,8,Unknown
265,81.0,640.7037037037037,683.0123456790124,126.81481481481481,2,Potentially fibroblasts (fibronectin)
266,120.0,640.5083333333333,648.7666666666667,126.2,2,Potentially fibroblasts (fibronectin)
267,63.0,640.968253968254,420.2380952380952,128.0,0,Some T cells (CD3)
268,77.0,639.8571428571429,783.987012987013,126.59740259740259,1,Unknown
269,48.0,638.9583333333334,746.75,128.0,0,Some T cells (CD3)
270,46.0,638.7391304347826,474.5652173913044,128.0,9,Potentially fibroblasts (fibronectin)
271,94.0,637.6595744680851,691.8936170212766,126.55319148936171,5,Unknown
272,210.0,637.4857142857143,453.3666666666667,125.75238095238096,4,Potentially fibroblasts (fibronectin)
273,88.0,636.7954545454545,713.2613636363636,127.45454545454545,5,Unknown
274,50.0,637.7,379.06,128.0,1,Unknown
275,42.0,636.0952380952381,432.3809523809524,128.0,3,Unknown
276,59.0,635.0677966101695,634.8813559322034,126.64406779661017,4,Potentially fibroblasts (fibronectin)
277,82.0,635.0731707317074,629.0853658536586,126.58536585365853,4,Potentially fibroblasts (fibronectin)
278,312.0,636.1185897435897,519.8942307692307,123.94871794871794,4,Potentially fibroblasts (fibronectin)
279,80.0,632.8125,438.175,126.25,3,Unknown
280,47.0,631.4893617021277,761.936170212766,128.0,0,Some T cells (CD3)
281,141.0,628.2765957446809,452.3829787234043,126.29787234042554,4,Potentially fibroblasts (fibronectin)
282,141.0,629.6241134751773,409.4751773049645,126.41134751773049,0,Some T cells (CD3)
283,36.0,629.1666666666666,624.3333333333334,128.0,4,Potentially fibroblasts (fibronectin)
284,62.0,628.741935483871,297.56451612903226,126.96774193548387,1,Unknown
285,166.0,627.8734939759037,563.8674698795181,125.75903614457832,4,Potentially fibroblasts (fibronectin)
286,35.0,627.6285714285714,750.0571428571428,128.0,0,Some T cells (CD3)
287,149.0,626.503355704698,550.510067114094,125.85234899328859,4,Potentially fibroblasts (fibronectin)
288,40.0,627.325,363.4,126.2,8,Unknown
289,88.0,626.2727272727273,783.0568181818181,127.27272727272727,7,Unknown
290,156.0,625.6538461538462,662.7564102564103,124.30769230769232,3,Unknown
291,100.0,626.06,793.77,127.12,5,Unknown
292,46.0,623.2826086956521,428.8043478260869,128.0,2,Potentially fibroblasts (fibronectin)
293,96.0,622.1354166666666,751.6354166666666,126.16666666666667,0,Some T cells (CD3)
294,113.0,622.141592920354,497.86725663716817,126.4424778761062,4,Potentially fibroblasts (fibronectin)
295,103.0,619.0194174757281,658.4368932038835,125.32038834951456,3,Unknown
296,91.0,619.3186813186813,533.1098901098901,124.43956043956044,8,Unknown
297,46.0,617.9347826086956,771.3260869565217,128.0,5,Unknown
298,51.0,617.5294117647059,763.1960784313726,128.0,0,Some T cells (CD3)
299,196.0,617.0102040816327,322.3061224489796,124.42857142857143,0,Some T cells (CD3)
300,141.0,615.4397163120567,365.0141843971632,125.7872340425532,1,Unknown
301,70.0,615.4571428571429,309.1857142857143,126.91428571428571,0,Some T cells (CD3)
302,125.0,616.544,294.376,126.496,1,Unknown
303,133.0,614.4661654135339,488.6015037593985,126.34586466165413,4,Potentially fibroblasts (fibronectin)
304,45.0,614.4222222222222,269.5111111111111,128.0,8,Unknown
305,149.0,612.9865771812081,547.6778523489933,126.38926174496645,4,Potentially fibroblasts (fibronectin)
306,65.0,613.5846153846154,499.7076923076923,126.83076923076923,4,Potentially fibroblasts (fibronectin)
307,54.0,611.9444444444445,445.1666666666667,128.0,9,Potentially fibroblasts (fibronectin)
308,70.0,611.5857142857143,793.2142857142857,127.54285714285716,1,Unknown
309,58.0,612.0172413793103,661.448275862069,127.44827586206895,5,Unknown
310,70.0,611.3285714285714,562.2571428571429,127.31428571428572,8,Unknown
311,84.0,611.6428571428571,456.32142857142856,128.0,9,Potentially fibroblasts (fibronectin)
312,89.0,612.4831460674158,419.685393258427,126.65168539325843,3,Unknown
313,126.0,611.2460317460317,623.2460317460317,126.88888888888889,4,Potentially fibroblasts (fibronectin)
314,46.0,609.8260869565217,712.5,128.0,4,Potentially fibroblasts (fibronectin)
315,163.0,610.1349693251534,428.3803680981595,124.17177914110431,3,Unknown
316,140.0,608.8928571428571,170.87857142857143,126.62857142857143,16,Macrophages (CD68)
317,44.0,608.5,804.0,128.0,1,Unknown
318,91.0,606.9120879120879,596.5714285714286,126.9010989010989,17,Cytotoxic T cells (CD8a)
319,65.0,605.7384615384616,743.3076923076923,126.95384615384616,0,Some T cells (CD3)
320,117.0,605.9145299145299,521.7179487179487,126.1880341880342,4,Potentially fibroblasts (fibronectin)
321,58.0,604.8620689655172,442.13793103448273,126.62068965517241,3,Unknown
322,179.0,602.3240223463687,678.659217877095,124.67039106145252,3,Unknown
323,75.0,604.2,302.04,127.57333333333332,1,Unknown
324,53.0,603.3962264150944,786.4528301886793,128.0,5,Unknown
325,157.0,601.5031847133758,309.4140127388535,124.94267515923568,3,Unknown
326,267.0,600.0674157303371,412.4044943820225,124.11985018726593,3,Unknown
327,61.0,600.016393442623,753.8688524590164,128.0,0,Some T cells (CD3)
328,133.0,600.0451127819549,528.5413533834586,126.04511278195488,4,Potentially fibroblasts (fibronectin)
329,120.0,598.2416666666667,500.55,128.0,4,Potentially fibroblasts (fibronectin)
330,49.0,599.6530612244898,450.3469387755102,128.0,16,Macrophages (CD68)
331,111.0,599.2972972972973,721.0450450450451,126.95495495495496,4,Potentially fibroblasts (fibronectin)
332,28.0,599.5,576.5,128.0,8,Unknown
333,43.0,595.4186046511628,591.9767441860465,128.0,8,Unknown
334,48.0,595.75,773.9375,128.0,0,Some T cells (CD3)
335,153.0,595.9281045751634,364.36601307189545,124.88888888888889,0,Some T cells (CD3)
336,71.0,593.7323943661971,955.7042253521126,127.32394366197184,8,Unknown
337,206.0,592.8203883495146,802.7961165048544,125.80582524271844,1,Unknown
338,108.0,590.2685185185185,568.7037037037037,127.25925925925925,4,Potentially fibroblasts (fibronectin)
339,156.0,593.1987179487179,485.8076923076923,126.05128205128206,4,Potentially fibroblasts (fibronectin)
340,144.0,592.5,325.7361111111111,126.41666666666667,0,Some T cells (CD3)
341,55.0,590.8363636363637,748.7636363636364,127.41818181818181,0,Some T cells (CD3)
342,66.0,590.6666666666666,393.9242424242424,127.33333333333331,2,Potentially fibroblasts (fibronectin)
343,52.0,591.0,241.5,128.0,1,Unknown
344,49.0,592.2244897959183,819.8367346938776,128.0,1,Unknown
345,48.0,592.0833333333334,466.4375,128.0,2,Potentially fibroblasts (fibronectin)
346,126.0,588.968253968254,375.7936507936508,125.61904761904762,0,Some T cells (CD3)
347,74.0,588.7162162162163,315.1081081081081,126.86486486486487,0,Some T cells (CD3)
348,105.0,587.3142857142857,766.5714285714286,126.01904761904763,15,"Potentially breast cancer (PanCK, GATA3, CAIX)"
349,112.0,587.3392857142857,422.8571428571428,125.82142857142857,3,Unknown
350,52.0,586.7692307692307,532.1538461538462,128.0,4,Potentially fibroblasts (fibronectin)
351,77.0,585.4025974025974,777.1038961038961,126.8051948051948,0,Some T cells (CD3)
352,116.0,585.8706896551724,722.4051724137931,126.3103448275862,4,Potentially fibroblasts (fibronectin)
353,65.0,586.6769230769231,349.6307692307692,127.44615384615386,1,Unknown
354,124.0,585.1048387096774,785.0,126.12903225806451,0,Some T cells (CD3)
355,38.0,584.9473684210526,665.2368421052631,128.0,5,Unknown
356,66.0,585.1969696969697,542.3181818181819,127.51515151515152,4,Potentially fibroblasts (fibronectin)
357,83.0,584.9518072289156,296.1566265060241,126.79518072289157,3,Unknown
358,59.0,582.6440677966102,672.542372881356,127.45762711864407,5,Unknown
359,113.0,582.9026548672566,606.0442477876106,126.23008849557522,4,Potentially fibroblasts (fibronectin)
360,35.0,581.4571428571429,500.25714285714287,128.0,8,Unknown
361,56.0,582.4285714285714,330.17857142857144,127.28571428571429,0,Some T cells (CD3)
362,126.0,581.0,482.1111111111111,127.42857142857143,4,Potentially fibroblasts (fibronectin)
363,87.0,579.0689655172414,444.6551724137931,127.1264367816092,2,Potentially fibroblasts (fibronectin)
364,57.0,578.5087719298245,840.0701754385965,128.0,7,Unknown
365,67.0,579.3134328358209,813.7910447761194,128.0,5,Unknown
366,229.0,578.8471615720524,560.3318777292576,125.1353711790393,4,Potentially fibroblasts (fibronectin)
